,yorum,duygu
11095,@YildizzTilbee diğer operatörler gibi turkcell avea vodafone bimcell pttcell vesaire.,notr
11096,turkcell bana evlenme teklifi etti sizce napmalıyım??,notr
11097,@opamukov Bağcılar yürüyüş yolundaki Turkcell'de çalışan arkadaşım bu bilgiyi doğruladı. Maalesef ikinci bir Kürşet Hoca vakası,notr
11098,"Kurumsal firmalar nasıl bu kadar bariz reklam hataları yapabilir? ""Gerçek 4,5G sadece Turkcell'de."" ?",notr
11099,TURKCELL Geleceği Yazanlar Elçileri Belli Oldu https://t.co/piC17lGBIM,notr
11100,Rüyamda Kıvırcık Ali'nin sesini duydum. Sabah Turkcell'den mesaj geldi. Kıvırcık Ali müzik list yüklenmiştir diye.,notr
11101,"Pereira'nın elindeki gamepad'in frekansıyla Van Persie'nin kontrol frekansları farklı,biri Turkcell iken biri Türk Telekom(Avea) gibi.",notr
11102,Turkcell milli bir şirkettir. Üzerine oynanan her oyun milletimize kurulan bir tuzaktır. @hkntrkymz,notr
11103,Bip için 5 gb internet yollayan Turkcell ve Bip kullanmayan ben,notr
11104,4.5G ile birlikte operator sıralaması degisti gibi gorunuyor. Turkcell - TT - Vodafone olmuş. Hem hız hem çekim kalitesi anlamında.,notr
11105,Turkcell oldum bende artık.  Ve numaralar gitti. Benim numaram kimde varsa arasın ??,notr
11106,"@tahaun ilginçtir; ekşi'de twitter'da vs. Turkcell hattını değiştiren kimse nedense ""Avea'ya geçtim"" demiyor. Hepsi Vodafone'u tercih etmiş!",notr
11107,"#YAYINDA // Teknolojik'te Turkcell, Türk Telekom ve Vodafone yetkililerinden 4.5G ile ilgili bilgiler paylaşılıyor https://t.co/LWbeuLxji6",notr
11108,TURKCELL AVEA VODAFONE  faturalı Hattınıza yada Vodafone  kontörlü hatta da olur  600 ila 4000 tl arası 1 saat icinde nakit para sağlanır..,notr
11109,@mrt_krpz Turkcell kardeşim,notr
11110,@tahaun @VodafoneTR Turkcell den ben vodafone na geçtim ama sırf Turkcell Yıldız Tilbe ye İsrail için ambargo koyduğu için,notr
11111,Bilen biri sölesin pls. Turkcell'den Vodafone'a hat tasıyan kişi sayısı aşağı yukarı ne kadar? 600.000 gibi bir sey duydum keske dogru olsa,notr
11112,"Birşey bakmak için Turkcell hesabıma girdim fatura detayında dakika da bir 30 kuruş artmaya başladı 4,5 G dedikleri şey sanırım 9,5 G :))",notr
11113,Turkcell photoshop yaptigimi dusunmus. Muhendisleriniz cok zeki cidden. Al sana photoshop. Yakinda uploadi da acicam https://t.co/ZUHPX374gl,notr
11114,"Vodafone bayide ""turkcell farkı"" diye bağıran beyza",notr
11115,O değilde konuşma ve mesajlaşma tarifesi en uygun operatör hangisi Avea Vodofone Turkcell,notr
11116,Adam beni turkcell çalışanı sandı nE DJSMSHSKSVSMBSGEKSNSM,notr
11117,"Jetlag, sana geliyorum... Gece apple tv, turkcell tv ve netflix arasinda gidip gelirim herhalde... Yatacak yer de yok:) kanepem ve ben...",notr
11118,Turkcell'in bağlıyız biz reklamını pahalıyız biz diye izleyin çok keyifli oluyor.,notr
11119,turkcell'liysen 2222'ye mesaj at 4.5G diye @ekranbacakli,notr
11120,"@halillillil bana 31 Martta Turkcell operatör bilgileri güncellemesi bilgisi geldi, onay verdim. Kartı çıkarıp restart edip öyle taksanız?",notr
11121,"Turkcell bayiinde calisan cocuk ""ben de vodafone'a gectim"" dedi ?? -60 TL karsiliginda aldigim ilk viraldir.",notr
11122,@mubitooo @Turk_Telekom turkcell'den de geliyor ??,notr
11123,Turkcell den Hasan abi yıllar sonra evimizin kapısını açtı ??,notr
11124,İşten çık bide turkcell de çalış ???? #işkolikk,notr
11125,Oha ya Poyraz Karayel baya Turkcell'den para almış olacakki t60'tı BİP'ti falan ??✔,notr
11126,"Geçen gün yine NASA'nın başkanıyla telefondayız, ""dur koçum"" dedi ""burdan çekmiyor"", onlarda turkcell yokmuş, yine acıdım...",notr
11127,1 adet faturasız turkcell hat aranıyor. Olan bi iletişime geçsin yavrucuğumlar. Önemli,notr
11128,Bir de gururla turkcell'e menşınlıyorlar ya ooovvv sanırsın proletarya örgütlenmesine liderlik ediyor,notr
11129,Akit Turkcell reklamasyon haberinde kullanılan kelimelerin %99 unu anlamamıştır bence.,notr
11130,Türk telekomun Ronaldoyu getirdiğini duyan Turkcell messi ile görüşmelere başladı(!) ??,notr
11131,21-22 Şubat 2016 tarihlerinde İstanbul'da düzenlenmekte olan Turkcell Gençler ve Büyükler Türkiye Salon... https://t.co/uYaUsFjTaR,notr
11132,"@erusl Turkcell Superonline olarak alt yapı çalışmalarımızı sürdüyoruz, dilerseniz dsl hizmetimizden yararlanabilirsiniz.",notr
11133,@YildizzTilbee TURKCELL KULLANIN SYN TLBE,notr
11134,4.5G oyunculara ne getirecek? (Turkcell'in CEO'su yanıtladı..) ►... https://t.co/HoKyZBi9xC,notr
11135,Turkcell'e hayata bağlandık diye mi böyle oldu?,notr
11136,@tolga__cem  Sakarya da Turkcell https://t.co/K1fmvIDzSK,notr
11137,@avganatakan turkcell??,notr
11138,Turkcell bayiinde çalıscam ronaldoyu görcem vayyyy ronaldo abi hosgeldin dicem bırakın bu işleri biraz daha yaratıcı olun ??,notr
11139,@suursuzordek Turkcell Hesabım üzerinden fatura detaylarınızı inceleyebilirsiniz. +,notr
11140,@mehmetayan75 @sertacbagatur Seneye Turkcell mi aldi sponsorlugu?,notr
11141,Ligin sponsoru Turkcell olmasada ankete el atalim arkadaslar! :)) https://t.co/6pdS7Z93Hc,notr
11142,@YildizzTilbee turkcell reklamında oynamadın mı yaa,notr
11143,Turkcell'e beni aramışsınız diye geri dönmek,notr
11144,ADANA VE ADANA DEMİRSPOR BERABER TURKCELL SÜPER LİGİNE YÜKSELİR Mİ?,notr
11145,"Ve eğitimin ilk günü sona erer ?? (@ Turkcell İzmir Plaza in İzmir, Türkiye) https://t.co/PgioSyQlVl",notr
11146,@_antikemalist @VodafoneDestek turk telekom ve turkcell halletmis ama vodafone sanmiyorum,notr
11147,"Kuzey Kıbrıs Turkcell Genel Müdürü İsmet Yazıcı açıkladı:""4.5G için fiber yatırıma hazırız"" https://t.co/9C3g8C1n9d",notr
11148,"@TurkcellHizmet Merhaba, Bilgisayardan turkcell hesabıma girmek istiyorum ancak telefonumda 2222 Sifre yazarak mesaj gönderdiğimde brşz dyor",notr
11149,"An itibariyle Turkcell'den kurtulup, Vodafone'a selam ettim. #kahrolsunTurkcell",notr
11150,iPhone5'te Turkcell'in 4.5G hizmetinin çalışmasını ancak Vodafone'da çalışmamasını(bulunduğun bölgede sinyal yoktur dışında)nasıl açıklanır?,notr
11151,"Vodafone'un bu korkunç ısrarcılığı, yakın zamanda Turkcell'in başına gelenlerden kaynaklanan bir özgüvenin sonucu mu, merak ediyorum.",notr
11152,@YildizzTilbee turkcell??,notr
11153,Turkcell'in binası akademi oluyor https://t.co/arB4ApLqCc https://t.co/ng0AXzp0JN,notr
11154,@YildizzTilbee Turkcell ??,notr
11155,@YildizzTilbee hicbiri. Turkcell,notr
11156,@cnnturk @kemaliteryen Turkcell finanse ediyor bunları,notr
11157,Turkcell Turk Telekom Petrol Ofisi AydinDoğan Bu üçüde AKP dümeni ile aldirildi bunu ençok atv ve Sabah Gazetesi  reklamsayisindan anliyoruz,notr
11158,Turkcell'in Şebnem Ferah'ın şarkı söylediği reklamını gördükçe geçen yılki yaz konserlerini hatırlıyorum..,notr
11159,Sahi Turkcell'in özgür kızına ne oldu ? Başına bir hal gelmiş olmasın ? #ensarcell'lidegilimvodafoneluyum,notr
11160,"Satışlara devam ☎️?? (@ Turkcell @GlobalBilgi in Arsin, Trabzon) https://t.co/6f90JQXAGo",notr
11161,@TurkcellHizmet En hızlı şekilde Tuğçe hanım'a @tucimonn gereken ve Turkcell'den beklenen kalitede desteği verelim lütfen.,notr
11162,"@TurkcellHizmet Numarami Turkcell.e tasimak istiyorum, hattin sahibiyim ancak yurtdisinda yasiyorum bu konu hakkinda ne yapmaliyim?",notr
11163,1.Geleneksel Turkcell Maratonu bugün Optimum civarlarında yapıldı.. @bertugtmcn,notr
11164,Eskiden facede herkes turkcell'de selocandı noldu onlara antenleri çıktı mı?,notr
11165,Turkcell reklmını ilk izlediğimde Ronaldoya kız lazım anlamıştım,notr
11166,Gene bir turkcell eğitimin den gelen yorgun ekrem yapmışlar ???? https://t.co/wPJYWxzTrv,notr
11167,"Turkcell 375 hız sundu x3 daha hızlıysa, şu anda bu hıza ulaşan telefon yoksa, kendi ile çelişiyorsa sonuç nedir ?? https://t.co/5B4lmK1ACo",notr
11168,Turkcell beni internete boğdu hala şaşkınım. Durumu kabullenemediğimden dolayı hala wifi kullanıyorum. https://t.co/0DL19neoyH,notr
11169,@YildizzTilbee Türksel Turkcell Trkcll??????,notr
11170,@verdersinvermez olayı türk hava yolları turkcell e kadar bağladılar gerisini sen düşün,notr
11171,"Eski telefonunuzu alıyoruz diye kampanya yapan Turkcell, Note 4 telefonuma 250 TL teklif etti. Zaman istedim bende düşünmek için.",notr
11172,Turkcell internet Ayarları APN MMS 4.5G Ayarı: Turkcell internet Ayarları APN MMS 4.5G Ayarı Nasıl Yapılır? Tu... https://t.co/4GodqferNa,notr
11173,Bu ay tam olarak 11GB harcadım ...........................  Turkcell büyüyor benim sayemde,notr
11174,Turkcell-bağlanmak-hayat kelimelerini kullanarak kaç adet cumle kurulabilirse o kadar cumle kurmuşlar.,notr
11175,turkcell'den sonra sirada THY boykotu geliyor sanirim  https://t.co/mbZIaXrx34,notr
11176,"turkcell 300dk ve 1gb'ta 25tl alıyor bide üstüne 250mblık sınırsız twitter veriyor, VODAFONE 750dk 2gb ve 1000sms için 25tl alıyor ++",notr
11177,@VodafoneDestek vodafone ne zamn dm gelcen simdiye turkcell coktan yanimdaydi,notr
11178,Ensar vakfı olayı yüzünden turkcell hattı değişmek = israil kazanmasın diye coca cola almamak,notr
11179,"Hadi Turkcell yerine Vodafone'a geçtiniz, THY yerine kime bineceksiniz? Adamlar rakipsiz.",notr
11180,"Hatırladığım (hatırlayan yaşlıdır) en efsane turkcell reklamı. Bana açık veriyolar açık, ben açık vermem.  - Boksör https://t.co/4AUJKX5yn6",notr
11181,@Turkcell arkadaşlar aldgmız duyumlarda egemen bağış turkcell yonetim kuruluna girmiş...17-25 egemen..,notr
11182,Hala Turkcell kullanan arkadaşlar dolaylı yoldan para kazandırmaya gerek yok sizi böyle alalım https://t.co/13UlFffXDB,notr
11183,Hat vadofone reqlam turkcell @halilozturkci,notr
11184,Turkcell bağımsız üyesi Atilla Koç can kulağı ile bir konuşmayı dinlerken... https://t.co/ZCYoH0gqMs,notr
11185,Turkcell Müşteri Hizmetlerine Nasıl Ulaşırım? Turkcell Müşteri Hizmetleri Telefon Numarası - https://t.co/zP8LxGqMxi https://t.co/1shMqXHCXx,notr
11186,"Facebook mu twitter mi,bana göre Turkcell,4.5 yüzünden her şey birbirine karıştı.Acayip şeyler oluyor,Turkcell... https://t.co/CDnyln7GuW",notr
11187,@TurkcellHizmet avea dan turkcell e geçtim. bugün 00.45 te geçeceğime dair sms aldım. avea iptal oldu ama turkcell de hala açık değil???,notr
11188,Turkcell ' in sevgililer günü için sevgilinize hediye gönderin… https://t.co/Fnatryw1Jt,notr
11189,Turkcell kahvaltı organizasyonu Otel'imizde gerçekleşti...,notr
11190,@ayseolurcan @VodafoneTR Galiba Vodafonda Türkiye'den çıkmaya çalışıyor. TT ! ve Turkcell devletin eline geçti. Rekabet şansı yok.,notr
11191,"Samsung Gear S2 classic siparişlerinizi, BOSİS Turkcell İletişim Merkezlerine verebilirsiniz... https://t.co/HiaAQh0PVg",notr
11192,Beni anca derste turkcell arar zaten afferim turkcell telefonum seside açık kalmış,notr
11193,Cep telefona yüklenen kısa yol REHBERİM bölümünden telefon rehberi güncellemesi yapılamıyor.turkcell ve avea da bunlar var.orun çöülecekmi,notr
11194,@Vodafonedestek  26 ocak tarihinde numaramı sizden turkcell e taşıdım. şimdi tekrar dönmek istiyorum. Free zone Faturalı Esnek S tarifesine,notr
11195,Dikkat @TurkcellHizmet turkcell mobil odemlere kapattiginiz hatti baska birinin aramasiyla acip yuzlerce tl lik alisverise imkan sagliyor.,notr
11196,Turkcell bayinde teyzeye paketiniz bitmiş size nar verelimmi diyorlar; benim dişim narı kesmez muz yokmu diyor...,notr
11197,Turkcell Superonline İzmit sabah saat 9.30da iyi akşamlar diyen bant kaydı ile yanıt veriyor,notr
11198,Ne hızlı bir gün aman tanrım dedim ?? (@ Turkcell Global Bilgi in İzmir w/ @ozanugur89) https://t.co/rS32g4JsRS,notr
11199,Ajansta hipster takılan herkes yıldız tilbeli turkcell işinde ezbere yıldız şarkıları söylüyodu hiçbirinizin tarzına inancım kalmadı....,notr
11200,@Turkcell @TurkcellHizmet sizde örnek alın diye paylaşıyorum. @VodafoneTR @Haberturk turkcell tahsilatçılığa başladı https://t.co/TPENPCwRwa,notr
11201,"@Kaan_Terzioglu turkcell, israil istedi diye YILDIZ TILBE'nin reklamini kaldirdi ama unutmayin #BurasıTürkiye https://t.co/YdYYhKUeIP",notr
11202,Netmobil Turkcell Kurumsal Hizmetler'dayım Bursa'da https://t.co/TRFQn0S4u9,notr
11203,@Levaicblt Tüm Turkcell Platinum ayrıcalıklarınız için https://t.co/lqY6RDuSSl bağlantısını inceleyebilirsiniz.,notr
11204,"Sabah gizli numaradan bi kız aradı ""senin hattın avea mı"" dedi ""yok dedim turkcell"" ""ha benim sadece aveaya dakika var"" dedi kapattı.",notr
11205,"Ulan sırf etraftakiler sevgilim var sansın, ezik durmayım diye Turkcell mesajlarını bile gülümseyerek okuyorum yazıklar olsun :Dd????",notr
11206,Turkcell ev ev 4.5G hazırlığı yaparken tırla sağ sola 4.5G götürmeye çalışan vodafone gibiyim huzursuzum.,notr
11207,çok şükür bugünde ölmedik (@ Dilara Turkcell iletisim Merkezi in Isparta) https://t.co/IZmcgORYtU,notr
11208,msj atanim yok acaba bende turkcell cengaverle mi konussaam,notr
11209,"Türk Telekom siparişi verdi, Turkcell görüşmelere başladı https://t.co/xP90cGIdOP",notr
11210,Turkcell ve ASELSAN iş birliğine devam ediyor,notr
11211,Turkcell Gençler ve Büyükler Türkiye Şampiyonası İstanbul’da! https://t.co/qgiDjDbkR7 https://t.co/tmw5UHJEIa,notr
11212,Turkcell kullanıyorsun sınıf atladın sanıyorlar.,notr
11213,Arkadaslar turkcell bedava internet nasıl olullo,notr
11214,"İzmir'de hava yaz gibi,sanki gözlerin kal der gibi?????? @ Turkcell Superonline https://t.co/ZJW0wYnnAE",notr
11215,"Turkcell beni aradi 750 dk yi bitiremediginizi goruyoruz, 500 dk ya cekelim mi dedi. Millete paketiniz yetmiyor derler. Halime bak.",notr
11216,Turkcell ve ASELSAN yerli mobil teknolojiler geliştirmek için işbirliğine devam ediyor #borsa #finans Detay -&gt;  https://t.co/mk4cexpnxj,notr
11217,@SuperYardim  Turkcell Genel müdürlüğünüz Diyarbakır'da icra dosyalarını askıya aldığını belirten bir arama yaptı tarafıma,notr
11218,Hattim turkcell ne kadar zengin oldugumu tartismayalim istersen.,notr
11219,Numarasını Turkcell'e taşıyan veya Ön Ödemeli hat... https://t.co/6cGaPyBOo8,notr
11220,@ibolasshole ne Vodafone'u Turkcell'e geç sen.,notr
11221,Turkcell e geçeyimmi,notr
11222,Artık Turkcell Dergilik'ten de bizi takip edebilirsiniz. https://t.co/fBsd400Rt7,notr
11223,Turkcell ne kadar Türk?,notr
11224,"Turkcell, dogal afetlerde kesintisiz iletisim saglayacak https://t.co/sYRcGTJ8ok https://t.co/LnsOX1PfIi",notr
11225,Turkcell den bi adım bekliyorum bu haberlerden sonra,notr
11226,Turkcell kullanan işçileride kovun ozaman ? @Besiktas,notr
11227,"@demarkesports Telsim de zamaninda turkcell kullanan personeline bir uyari mi ne yolladiydi, onu getirdi aklima.",notr
11228,@barisbjk90 Telefonunda vodafone hat olan turkcell çalışanı sosyal medyadan çalıştığı kuruma yönelik benzer paylaşım yapsa? Aynı şey ikiside,notr
11229,@TurkcellHizmet sn turkcell ben 1 gb 500 dakika 500 sms 25 tl olarak gördüm bir turkcell bayinde bunun detayları nedir.?,notr
11230,Turkcell t50 pil çabuk tükeniyor ne yapabilirim ? https://t.co/kuokKUhnFm,notr
11231,@beko_tr @Beko 20.02.2016 Beko 300TR yazar kasalarda bağlantı problemi mi var? Turkcell ile bağlantıda bir problem mi var?,notr
11232,"Satışlara devam ☎️?? (@ Turkcell @GlobalBilgi in Arsin, Trabzon) https://t.co/NjQaJFftSs",notr
11233,@Turkcell turkcell destek sayfası nerde ?,notr
11234,@UmitEkincii Mevcut paketlerinizi Turkcell Hesabım'a giriş yaparak inceleyebilirsiniz.,notr
11235,Turkcell'de CEO olmak icin kellik sarti mi var?,notr
11236,"telefonumun modeli vodafone 861,numaram avea,operatörüm turkcell",notr
11237,@TurkcellHizmet 2-3 YIL ÖNCESİNE KADAR TURKCELL KULLANMAKTAYDIM.ANCAK ANKARA-ETİMESGUT-ELVANKENT-14.CADDE'DEKİ(1464.CADDE) TURKCELL BAYİSİ..,notr
11238,Turkcell şöyle güzel bir internet kampanyası yapsa,notr
11239,@bekirr078 Turkcell? Vodafone TR kill,notr
11240,"Turkcell CEO’su Kaan Terzioğlu ile fiber internet, kotalar ve 4,5G hakkında röportaj ... https://t.co/4Bi1gCAqXo",notr
11241,Turkcell sponsorluğunda 21-22 şubatta forum da etkinliklere katılıp ücretsiz bilet ve passolig sahibi olabilirsiniz. https://t.co/zVMXdoxbzK,notr
11242,@Onur_Takmak onur bey merhaba. kap da turkcell ile ilgili bir haber yok. Yatırım yapacak ama firma ismi yok diye biliyorum.,notr
11243,Turkcell Türkiye Salon Şampiyonası İstanbul'da https://t.co/p0SCTdkc1m,notr
11244,"Turkcell 4.5G de AKK'yi yukarı çekecekmiş. Büyük bir düzenleme içindeymiş, Hadi bakalım",notr
11245,"Siz sordunuz, Turkcell CEO'su, Kaan Terzioğlu yanıtladı. İlk soru Emirhan Pişkin'den. Ayrıca diğer soruların... https://t.co/PbMeWastof",notr
11246,"@SinToy Turkcell Superonline olarak alt yapı çalışmalarımızı sürdüyoruz, dilerseniz dsl hizmetimizden yararlanabilirsiniz.",notr
11247,"@tufankaya Turkcell Superonline olarak alt yapı çalışmalarımızı sürdüyoruz, dilerseniz dsl hizmetimizden yararlanabilirsiniz.",notr
11248,@kereviz_sapi o ne ya turkcell reklami gibi sdhgfsdjhg,notr
11249,Turkcell'in gerçek zamanlı şirket konseptlerini anlatan 5 yeni filmi yayında! https://t.co/PszSDupDOi @basitanlat https://t.co/VRKzSUlw4G,notr
11250,Turkcell CEO'su @Kaan_Terzioglu @BloombergHT canlı yayında @Gokhan_Sen in konuğu.,notr
11251,@turkcellhizmet turkcell abonesi değilim ve bu tip mailler geliyor.,notr
11252,@bulentmumay turkcell in yönetimi tmsfde değil mi? hükümet sponsor onlara.,notr
11253,sadece turkcell avea vodofone 2 gb 2000dk 1000sms istiyen beğen yorum at msj at valla hi bedevaya  vercem,notr
11254,yeni turkcell'li kampanyalarımızda 25 yaş sınırı bulunmamaktadır.,notr
11255,"@kafasiyenigeidi sanırım turkcell ve superonline kesti ilk olarak ben her ikisinden de giremiyorum,teşekkürler arkadaşlar",notr
11256,turkcell hattı olanlar twitter a giremiyor galiba?,notr
11257,@farklibir12 vodafon dış mihrak ya daha rahat hareket ediyor. turkcell'in yeri dar. bi avea olmasa da,notr
11258,turkcell'den paketiniz sonlanmıştır diye mesaj geldi. şu an dünyanın en fakir insanı gibi hissediyorum lan.,notr
11259,"turkcell kullanan akp'lidir. tartışmasız, teyitli, kesin bilgi.",notr
11260,gençler turkcell için dk sms internet paketi önerin,notr
11261,"seni sevdik de ne oldu, tekelle turkcell zengin oldu.",notr
11262,ulan 2010da turkcell süperligi bursaspor mu kazanmış yenildim işte,notr
11263,turkcell'in yedi kişilik yönetim kurulu üyesinin ikisi akp'nin eski bakanları: hilmi güler ve atilla koç. diğer türk üyeler akp'ye yakın.,notr
11264,@zeyrekadin ben turkcell kullanmamaktan ve hiç kullanmamiş olmaktan ötürü özel hissediyorum sjshj,notr
11265,"benim kavgalı olduğum kurumlar listesi var, turkcell ve garanti başında listenin ondan hiç şaşırmıyorum artık",olumsuz
11266,@chillout_zone_ turkcell superonline ile ilgili sorularınız için @superyardim hesabından destek alabilirsiniz.,notr
11267,@arpacik turkcell kimin ki?,notr
11268,@bulentmumay @turkcell turkcell'in yönetimi tamamen akp'nin kontrolünde.,notr
11269,ben bu turkcell'in,notr
11270,@turkcellhizmet turkcell t60a en yakın güncelleme ne zaman gelecek,notr
11271,turkcell müşteri şeysi için 0-100 arası oylama geldi işsizlikten girdim yaptım ve 89 verdim... neden 90 değil örtmenim diye sorun hadi ????,notr
11272,kaossss. kaos olmayan ligi sevemez bu gönül. turkcell super lig ulan,notr
11273,turkcell platinumum olur mu,notr
11274,sadece turkcell avea vodofone 2 gb 2000dk 1000sms istiyen beğen yorum at msj at 2 dk icinde kodu msj atiyim foto atiyimmi,notr
11275,@egelibebe @aslhanshn sana şöyle diyim turkcell ceo su hayatini yasiyo gecen gun gorustuk cidden ????,notr
11276,@isaozturk_ turkcell superonline ile ilgili @superyardim hesabından destek alabilirsiniz.,notr
11277,turkcell platinum müşterisi olduk hadi hakkımızda hayırlısı ????,notr
11278,@intugal konu ile ilgili turkcell iletişim merkezleri'mizden destek alabilirsiniz.,notr
11279,turkcell canlı hizmet ???????? #turkcell #canlıhizmet #turkcellapp,notr
11280,@atakan_official 2006-2007 mezunuyum bugüne kadar ericsson turkcell avea hiç diplomamı sormadı :)),notr
11281,@ecmctny turkcell hesabım uygulamasından veya kalan yazıp 2222'ye ücretsiz kısa mesaj göndererek kalan bakiyenizi +,notr
11282,"@pinarktl ben turkcell'e bir şans daha verme kararı aldım pınar. onunla aramıza girme sakın!! (telefonsuzluk yemiyor, el mahkûm)",notr
11283,doğru düzgün fiber altyapısı olmayan vodafone bölgemde 4g hizmeti verecek. en hızlısı biziz diye nara atan turkcell henüz belli değil.,notr
11284,@gulpinaromer seninle daha önce turkcell müzik muhabbeti yapmıştık yanılmıyorsam? ????,notr
11285,turkcell beni tribimden tanır ;),notr
11286,@yusuf_cimfann youtube'da yok turkcell müzikten dinliyorum ben ama spotify'da da var.,notr
11287,@lenovoturkiye lenovo vibe x2 aldık güncelleme gelmiyor turkcell romlu turkcell size yönlendirdi bir açıklama yapın,notr
11288,oyunu ünlüler kazanırsa turkcell boku yedi yılmaz morgülün 7 tane kardeşi var djzjzjxkdjkzbxk   #survivor,notr
11289,@onrhngvn turkcell kullanan öğrenci mi olur zengin hattı o zengin ????????,notr
11290,@xselenafect turkcell jdjd,notr
11291,@ahmetgzubuyuk4 turkcell hesabım'a şifrenizle birlikte giriş yaparak paket ve tarife değişikliğinizi gerçekleştirebilirsiniz.,notr
11292,sevdigim bey dedim de insallah turkcell erkektir kdkdkddkdk,notr
11293,"sizi hâlâ bankalar ya da turkcell mi arıyor. beni de makedonya'dan arıyorlar mesela, olsun.",notr
11294,bu gün turkcell mesaj atmadı kesin başka birisi var))),notr
11295,turkcell ölü taklidi yapıyor @turkcell @tcellplatinum,notr
11296,pişt turkcell dinledin mi kayitlari @tcellplatinum @turkcell,notr
11297,turkcell’de satış temsilcisi maaşları ne kadar?,notr
11298,turkcell ???????? ???? bana bi ulaş bişiy denicem ????,notr
11299,@ilkayzaman turkcell iddialı ama ilkay abi,notr
11300,#ayindizisi #kiraliask ayrıntılar medyatablet’te> ücretsiz okumak için turkcell dergilik uygulamasını indirin.,notr
11301,@official_byztv @alselforever_  keşke bizde de olsa var mı bilmiyorum turkcell tv ve normal uydulu var,notr
11302,bizim evdeki herkesin hattı turkcell sanırım tek fakir benim ailedeki ????,notr
11303,son olarak bir de turkcell'i deneyeceğim. yine memnun kalmazsam telefon kullanmayı bırakıyorum????????,notr
11304,"@bozkurtnevzat07 turkcell superonline olarak alt yapı çalışmalarımızı sürdüyoruz, dilerseniz dsl hizmetimizden yararlanabilirsiniz.",notr
11305,turkcell giriş kartımla itü turnikelerinden geçmeye çalışmak. tabii ki girememek ve buna çok şaşırmak ????????????,notr
11306,bu ay turkcell müzikten 2gb ı geçik müzik dinlemişim normal paketim 2gb zaten ben diğer şeylere nasıl yetiriyorum bunu şaşırıyorum,notr
11307,@rt_mionline  mesaj gelse sasiririm zaten ben bu telefon turkcell ve polis ten başka mesaj görmüyor ki ????,notr
11308,hayata resmen turkcell'le bağlanıyorum. ama vodafone'luyum ????????,notr
11309,tarkan'ın albümünü telefonuma indirebilmek için turkcell müzik ya da android telefon uygulamasına gelmesimi beklemek zorundayım ????,notr
11310,@impulsivecaine  turkcell'e karsı kinim var ama eminim güzeldir telefon kullanıyorsan....,notr
11311,@impulsivecaine  o ne yaaa turkcell'in telefonu değil mi o,notr
11312,"turkcell'e yaptığmz dreamcell oyuncularından özgür önal pixofuna baskna geldi, hoşgeldi :)",notr
11313,turkcell önceden mesaj atardı. şimdi de arıyor.  yakında içip içip kapıya gelir. artik:))),notr
11314,turkcell   heran nihalcandan,notr
11315,bir tek benim turkcell internetim mi gitti? mobil internetim gitti a dostlar.,notr
11316,bugun rizede ki turkcell standinda bi rezil olmusum anlatamam,notr
11317,turkcell in wi-fi sine bağlanmak ????????,notr
11318,evet turkcell bu ay toplam benden 80 tl kazanmış oldun.,notr
11319,turkcell'le yaşadığım bu sorun ve sorun çözüm süreci hakkında işlem biter bitmez detaylı bir yazı yazacağım @turkcellhizmet,notr
11320,@jaune_et_rouge 5327572222 turkcell tarife ve kampanya destek hattı ile ücretsiz bilgi alabilirsiniz.,notr
11321,@turkcell turkcell t60 telefon modeline android 6.0 gelecek diye oyalıyorsunuz. allah aşkına cevap verin bu güncelleme ne zaman gelecek???,notr
11322,@harikabiriyim fatura detaylarınıza turkcell hesabım üzerinden ulaşabilirsiniz.,notr
11323,"falımda ""aynı dünya görüşünde olmadığın insanlardan uzak dur"" dediler, o zaman eski turkcell'li olarak ""eskale"" ederim gider...",notr
11324,bu sitede telefon kazandım ama o da iphone değil turkcell t60'dı ????,notr
11325,@koraymertgul albüm 25.03.2016 tarihinde turkcell müzik'te yer alacak.,notr
11326,turkcell kampanyalarını çooook dikkatli okuyun ve hatta tüm paketi inceleyin...,notr
11327,turkcell her yerde çekiyorsa neden sivilcesi çıkmıyor ????,notr
11328,@leventtekay78 konu hakkında turkcell hesabım üzerinden gerekli bilgilere ulaşabilirsiniz.,notr
11329,turkcell müşteri hizmetleri temsilcilerinin samimiyetini gösteremeyen insanlar var.,notr
11330,@hasandnmz2001 turkcell t60 ile ilgili 6.0 yazılım desteği planlanmaktadır. güncellemenin en kısa sürede tamamlanması hedeflenmektedir.,notr
11331,@drisavuz turkcell superonline ile ilgili @superyardim hesabından destek alabilirsiniz.,notr
11332,@vodafone_red turkcell platinum abonesiyim 1 ay denemek istiyorum vodafone red beğenirsem devam beğenmez isem cezasız vazgeçtim istiyorum,notr
11333,turkcell otomatik operatöre  iyi günler dileyerek telefonu kapatan da bir benimdir sanırım...,notr
11334,@hasan1907tam turkcell teknoloji zirvesi youtube kanalımıza eklenmiştir.,notr
11335,8 mart dünya kadınlar günü'ne özel pandora's'tan turkcell'lilere özel %20 indirim fırsatı! ????????????????????✨,notr
11336,turkcell olan güzel bir paket önerebilir mi?,notr
11337,turkcell beni acil ara,notr
11338,"turkcell ,ipadımdaki internetin süresi bitince neden haber vermeden kesiyorsun!!bir alo demek zor mu? haber ver yenileyelim .",notr
11339,@vodafonedestek 15 sene turkcell kullandım böyle bir şey olmadı tahutlu olduğu için herhalde vad fon çok kazık.,notr
