Unnamed: 0,Yorumlar,Duygular
2791,"['Turkcell', 'Superonline', 'mekanındayım', 'https', ':', '//t.co/aiBw7LrMJ7']",['notr']
2792,"['#', 'IBPF', ""'de"", 'eski', 've', 'yeni', 'Turkcell', 'CEO', 'ları', 'bir', 'arada', '..', 'https', ':', '//t.co/pOwacpIJKP']",['notr']
2793,"['Senarist', 'Filmi', 'Turkcell', 'Hayal', 'Ortaklığım', 'Projesi', 'İşbirliği', 'ile', 'Vizyona', 'Giriyor', '!', ':', 'Türkiye', '’', 'nin', 'ilk', 'gizem', 'filmi', 'ö', '...', 'https', ':', '//t.co/jVe4bxr8BB']",['notr']
2794,"['Turkcell', 'reklamında', 'oynayıp', 'sonra', 'bu', 'anketi', 'yapmak', '...', 'https', ':', '//t.co/SY1qE2duJf']",['notr']
2795,"['Bu', 'arada', 'bir', 'şey', 'dikkatimi', 'çekti', ':', 'Sanki', 'Turkcell', 'çalışanları', 'da', 'gizliden', 'destek', 'veriyor', 'gibi', 'bu', 'protestoya', '.', 'Ses', 'tonlarından', 'anlaşılıyor', '.']",['notr']
2796,"['@', 'hakiki_cassey', 'alıcak', 'olum', 'adını', 'soyadını', 'şimdi', 'Turkcell', 'e', 'veriyorum', 'hain', 'planın', 'ile', 'birlikte', 'hahsahshshhssh']",['notr']
2797,"['Reklamda', 'gördüm', 'de', 'Turkcell', '4.5', 'için', 'müşterilerinin', 'internetini', '2', 'katına', 'çıkarıyormuş', '.Kenarda', 'da', 'küçücük', 'bir', 'yazı', '``', 'ilk', '3', 'ay', 'boyunca', ""''"", 'Yersen', '.']",['notr']
2798,"['@', 'VodafoneDestek', '3', 'mbps', 'lte', 'hızı', 'var', 'hocam', '3G', '28', 'tuhaf', 'değil', 'mi', 'Turkcell', '80-120', 'Türk', 'Telekom', '40-60', 'biz', '3-15', 'arası']",['notr']
2799,"['@', 'Kaan_Terzioglu', 'Abi', ""Turkcell'in"", 'bu', 'sınavdaki', 'notunu', '4.5', 'dan', '5', 'yapmak', 'lazım', ',', 'ne', 'dersin', '?']",['notr']
2800,"[""Turkcell'in"", 'verdiği', 'burslar', 'adı', 'üstünde', 'burstur']",['notr']
2801,"['Turkcell', ""müzik'te"", 'top', ""13'ün"", 'Tarkan', 'şarkısı', 'olması', 've', 'albümde', 'zaten', '13', 'şarkı', 'olması', 'ama', ""Tarkan'ın"", 'bugün', 'evleniyor', 'olması', '...', 'Kafalar', 'karışık', '...']",['notr']
2802,"[""Turkcell'in"", '4,5G', 'tanıtımı', 'yapan', ""Maserati'lerinin"", 'köprü', 'trafiğinde', 'kalması', 'tam', 'bir', 'Türkiye', 'özeti', 'değil', 'mi', '?']",['notr']
2803,"['@', 'ekranbacakli', 'turkcell', 'bayısıne', 'gidicekmisin', 'onlar', 'yapıyolarmış']",['notr']
2804,"['Vodofene', '6', 'gb', 'hedıye', 'net', 'verıyomus', 'turkcell', 'bıl', 'ıstedım', 'djdjdjdjd']",['notr']
2805,"['Turkcell', 'abonesiyim.Hattımı', 'taşımak', 'istiyorum', 'ama', 'şu', 'an', 'yurtdışındayım', '(', 'Kırgızistan', ')', '.hattımı', 'nasıl', 'taşırım', '?', 'İ']",['notr']
2806,"['Bir', 'müddet', 'turkcell', 'beklesin', 'beni', 'yaniii']",['notr']
2807,"['Turkcell', 'hizlazim', 'reklaminda', 'ronaldo', 'yerine', 'sergen', 'yalcini', 'oynatsaydi', 'oscar', 'bile', 'alirdi', '.']",['notr']
2808,"['Turkcell', 'abonesinin', '10', 'dk', 'hallettiği', '4.5g', 'hat', 'değişimini', 'Türktelekom', 'aboneleri', 'bir', 'haftada', 'halledemiyor', '.', 'Fiberliyoz', 'Ronaldo', '?', '?', '?', '?']",['notr']
2809,"['Turkcell', ',', 'ASELSAN', '’', 'ın', 'ana', 'yüklenici', 'olduğu', ',', 'Netaş', 've', 'Argela', 'ile', 'birlikte', 'geliştirdiği', 'yerli', 'baz', 'istasyonları', 'için', 'sipariş', 'görüşmelerine', 'başladı']",['notr']
2810,"['@', 'BotanBuran', 'Turkcell', 'Superonline', 'ile', 'ilgili', 'sorularınız', 'için', '@', 'SuperYardim', 'hesabından', 'destek', 'alabilirsiniz', '.']",['notr']
2811,"['@', 'febahadir', 'Turkcell', 'Platınum', 'Dünyası', 'hakkında', 'detaylı', 'bilgiye', 'https', ':', '//t.co/opdiVUMeOi', 'bağlantısından', 'ulaşabilirsiniz', '.']",['notr']
2812,"['aynı', 'tişörtleri', 'giyen', 'sevgililer', 'neyi', 'düşünerek', 'giyiyor', 'biraz', 'kafamı', 'buna', 'yoracağım', '.', 'Turkcell', 'çalışanı', 'gibi', 'oluyorlar', 'da', 'neden', 'yani', '.']",['notr']
2813,"['bu', '4.5G', 'doğan', 'görünümlü', 'şahin', 'gibi', 'bişi', '..', 'arkadaşlarmız', 'hız', 'testlerini', 'paylaşmış', '.', 'turkcell', '3g', 'zaten', '21', 'mbps', '.', '4.5G', '...', 'https', ':', '//t.co/GENJmsYc2U']",['notr']
2814,"['Turkcell', 'Genel', 'Müdürü', 'açıkladı']",['notr']
2815,"['Turkcell', 'Sesi', 'Görenler', 'Deplasmanlı', 'Futbol', ""Ligi'ne"", 'katılacak', 'olan', 'kulüplerin', 'dikkatine', '-', 'https', ':', '//t.co/vbHBXtKzao']",['notr']
2816,"['@', 'Mujdekizilkan', 'Mesajınız', 'bizi', 'onurlandırdı', '.', 'Turkcell', 'Platinum', '’', 'u', 'tercih', 'ettiğiniz', 'için', 'teşekkür', 'ederiz', '.', '+']",['notr']
2817,"['@', 'sevdanur_delen', 'oyuncu', 'olarak', 'turkcell', '3g', 'reklamlarında', 'ıynayan', 'kızlardan', 'biri', 'bizim', 'sınıftaydı', '.', 'kariyerini', 'bilmiyorum', 'açıkçası']",['notr']
2818,"['Yeni', ""single'ımız"", '``', 'I', 'Don', '’', 't', 'Want', 'Cha', ""''"", 'TTnet', 'Müzik', ',', 'Turkcell', 'Müzik', ',', 'Avea', 'Müzik', 'servisleri', 'üzerinden', ""Türkiye'de"", 'yayında', '…']",['notr']
2819,"['Turkcell', 'Hesabım', 'uygulamasını', 'kullanamayan', 'bir', 'ben', 'miyim', '?', '@', 'TurkcellHizmet', '@', 'Turkcell', '?', '?', '?']",['notr']
2820,"['TTNET', ',', 'TURKCELL', 'gibi', 'yerlerden', 'gelmiş', 'gibi', 'görünen', 'sahte', 'maillere', 'dikkat', '!']",['notr']
2821,"['Turkcell', 'in', 'reklami', 'çıktığında', 'bi', 'an', '``', 'nettenmi', 'izliyom', 'lan', 'Ben', ""''"", 'diye', 'düşündüğümuz', 'dogrudur']",['notr']
2822,"['@', 'VodafoneTR', 'Turkcell', '4.5', ""G'ye"", 'gecince', 'biz', 'de', 'onun', 'yetine', '3', ""G'ye"", 'mi', 'gectik', 'acaba', '?']",['notr']
2823,"['@', 'ali__izmirli', 'gunaydin', 'abi', 'Turkcell', 'Türk', 'Telekom', 'THY', 'nin', 'stada', 'sponsor', 'olma', 'ihtimali', 'var', 'mi', '?']",['notr']
2824,"['Turkcell', ',', 'beles', '1oooo', ',', 'heryone1ooo', 'msj', 'hediye', 'edecegine', 'bunlariharcayabilecegimiz', 'sevgili', 'vermen', 'dahamantikli', 'degil', 'mi', '?', 'Yok', 'yani', 'bi', 'oneri']",['notr']
2825,"['Turkcell', 'li', 'olmayan', 'bilmez', '...', 'https', ':', '//t.co/BBZC9hUDLm']",['notr']
2826,"[""Turkcell'den"", 'Elektronik', 'Mühendisliği', 've', 'Bilgisayar', 'Mühendisliği', 'Mezunları', 'için', 'İş', 'İlanı', 'https', ':', '//t.co/hYXObuDxZH']",['notr']
2827,"['Hattı', 'Turkcell', ""'"", 'e', 'geçirdim', 'Allah', 'affetsin', '?', '?', '?', '?']",['notr']
2828,"['TCELL', '-', 'TURKCELL', 'için', '2015/YE', 'Dönemine', 'ait', 'Mali', 'Tablo', 'açıklandı', '.']",['notr']
2829,"['Kutsal', 'ittifak', '..', 'Turkcell', 'de', 'ak', 'tarife', 'sizin', 'için', 'mi', 'çıkarıldı', '?', 'https', ':', '//t.co/c6QOk7v2t8']",['notr']
2830,"['Turkcell', ""'"", 'e', 'gelin', ',', 'dilediğiniz', 'paketle', '4.5G', 'hızına', 'ulaşın', '!']",['notr']
2831,"['Ozellikle', 'Turkcell', 'disndaki', 'GSM', 'operatorlerinin', 'mobil', 'internetleri', 'hala', 'yeterince', 'hizli', 'degil', 'nasil', '1', 'nisanda', 'bir', 'anda', '4.5', 'G', 'ye', 'gecileblcek', '?']",['notr']
2832,"['@', 'koksschenko', 'turkcell', 'yeni', 'bir', 'plaza', 'yaptırırken', 'inşaatta', 'bi', 'işçi', 'selfie', 'çekip', 'bu', 'plaza', 'bu', 'sene', 'yetişmez', 'vodafone', 'candır', 'yazsa', 'kovulur', 'mu', '?']",['notr']
2833,"['Türk', 'Telekom', 'yıl', 'sonuna', 'kadar', 'haftada', '2', 'gün', 'internet', 'veriyormuş', 'turkcell', 'bey']",['notr']
2834,"['Forum', ""Avm'de"", 'yapılan', ',', 'Turkcell', 'haftanın', 'maçı', 'etkinliğine', ',', 'saat', '15:00-16:00', 'arasında', ',', 'Kayserisporlu', 'bazı', 'futbolcular', 'gelecek', '.']",['notr']
2835,"['Ozaman', 'Çalışalım', '...', '@', 'Ozdag', 'Bilisim', 'Turkcell', 'https', ':', '//t.co/jhIMkbwyTM']",['notr']
2836,"['turkcell', 'müslüman', 'olmayan', 'üç', 'ülkede', 'iş', 'yapıyor', '.', 'biri', 'moldova', 'biri', 'gürcistan', 'diğeri', 'de', 'ukrayna', '.']",['notr']
2837,"['2015', '4Ç', 'itibariyle', 'operatörlerin', 'abone', 'başına', 'veri', 'kullanımı', ':', 'Avea', ':', '1,3', 'GB', ',', 'Turkcell:1,7', 'GB']",['notr']
2838,"['Turkcell', 'den', 'mesaj', 'geldiği', 'kadar', 'mesaj', 'gelse', 'yine', 'yeter', '.']",['notr']
2839,"[""Turkcell'den"", 'önemli', 'açıklama', '-', 'https', ':', '//t.co/p6ZgkwyeUT']",['notr']
2840,"['Evet', 'bir', 'haftadaha', 'bittii', 'saygilar', '.....', '(', '@', 'Netmobil', 'Turkcell', 'Kurumsal', 'Hizmetler', 'in', 'Bursa', ')', 'https', ':', '//t.co/tioBGbZSXB', 'https', ':', '//t.co/EIxlaASYVu']",['notr']
2841,"['sen', 'bu', 'kızı', 'birde', 'sevgilisiyle', 'konusurken', 'gör', 'sanırsın', 'turkcell', 'müşteri', 'hizmetleri', '?', '?', '?', '?']",['notr']
2842,"['@', 'bulentmumay', '@', 'barisaksen', '@', 'turkcell', 'turkcell', 'ne', 'yahu', '?', 'emine', 'hanimin', 'kankasinin', 'kocasinin', 'ceo', 'oldugu', 'kurum', 'mu', '?']",['notr']
2843,"['@', 'vodafonedestek', 'selamlar', ""turkcell'deki"", 'gibi', 'iphone', 'değişim', 'kampanyası', 'yapmayı', 'planlıyor', 'mu', 'vodafone']",['notr']
2844,"['turkcell', 'kullanıcısı', 'arkadaşlar', ',', 'ensar', 'vakfıyla', 'ilgili', 'turkcell', ""'"", 'i', 'mesaj', 'yağmuruna', 'tutuyoruz', '.']",['notr']
2845,"['@', 'bulentmumay', '@', 'turkcell', 'turkcell', 'e', 'bağlan', 'hayata', '...']",['notr']
2846,"['@', 'turkcellhizmet', 'turkcell', 't60a', 'android', '6.0', 'marsmallow', 'ne', 'zaman', 'gelecek']",['notr']
2847,"['@', 'egelibebe', '@', 'aslhanshn', 'o', 'zaman', 'sana', 'turkcell', 'ceo', 'lugu', 'ya', 'da', 'koç', 'yakışır', '?', '?', '?', '?']",['notr']
2848,"['@', 'idonthavefunn', 'hangi', 'turkcell']",['notr']
2849,"['@', 'evetocyber', 'hergün', 'mesaj', 'geliyor', 'turkcell', 'den', 'ama', 'geçmedim', 'henüz', ':', ')', ')', ')']",['notr']
2850,"['turkcell', 'bebeğim', 'işte', 'ya', '?', '?', '?', '?']",['notr']
2851,"['bu', 'turkcell', 'vodofona', 'inad', 'bu', 'kadar', 'bilet', 'dağattı', 'kesin', ':', ')']",['notr']
2852,"['@', 'chellofagirl', '@', 'thefutureerin', '@', 'faithplate', 'aynen', 'he', 'adam', ""supernatural'dan"", 'emekli', 'olup', 'karşıyaka', ""turkcell'de"", 'çalışmaya', 'başlamış']",['notr']
2853,"['@', 'srkn028', 'faturalarınızı', 'turkcell', 'hesabım', 'üzerinden', 'inceleyebilirsiniz', '.']",['notr']
2854,"['baransel', 'diye', 'bir', 'ismi', 'neden', 'çocuğna', 'takar', 'insan', ',', 'operatör', 'ismi', 'gibi', ""turkcell'den"", 'mi', 'feyz', 'almışlar', 'yani', '...']",['notr']
2855,"[""dominos'tan"", 'pizza', 'söyledim', 'kapıya', 'gelen', 'çocuk', 'ödemeli', 'attı', 'bana', '.', 'ya', 'hattım', 'turkcell', 'değil', 'de', 'vodafone', 'olsaydı', '#', 'dominos', '?', 'ahahsgsgsgs']",['notr']
2856,"['@', 't_u_g_r_a_', 'rize', 'bu', 'maça', 'kenetlendi', '.turkcell', 'ücretsiz', 'passolig', 've', 'bilet', 'dağıtımı', 'yaptı', '..', 'yarında', 'devam', 'edecek', '..', 'beraberlik', 'iyi', '.ts', 'kötü', 'şuan']",['notr']
2857,"['@', 'yigitting', 'ben', 'de', 'izlemiyorum', 'ki', ':', '(', 'turkcell', 'tv', 'olan', 'birisine', 'söylerim', 'alır', 'ya', ':', '(']",['notr']
2858,"['turkcell', 'araba', 'kamyon']",['notr']
2859,"['kullanım', 'detaylarınızı', 'turkcell', 'hesabım', ""'"", 'a', 'giriş', 'yaparak', 'inceleyebilirsiniz', '.']",['notr']
2860,"['nerde', 'o', 'eski', 'turkcell', ""'"", 'in', '10000', 'sms', ""'"", 'in', 'tadı', '.']",['notr']
2861,"['turkcell', ',', '45', 'tl', 'olan', 'faturanızı', 'aynı', 'şartlarda', '39', 'tlye', 'düşürelim', 'onaylıyor', 'musunuz', 'diyor', '.', 'yok', 'onaylamıyorum', 'malım', 'ben', 'o', '6', 'tlyi', 'vermem', 'lazım']",['notr']
2862,"['@', 'demokratbaskan', 'turkcell', 'iletişim', 'merkezine', 'git.bi', 'cihaza', 'telefonları', 'baglayıp', 'aktarıyolar', '5', 'dk', 'sürmez']",['notr']
2863,"['valla', 'bülent', 'ersoy', 'kafaya', 'takarsa', 'morgül', ""'"", 'ü', 'birincide', 'yapar', '.', 'olmadı', 'turkcell', ""'"", 'i', 'satın', 'alır', '?', '?', '?', '?']",['notr']
2864,"['turkcell', 'lilere', 'passolig', 've', 'bilet', 'bedava', 'haberi', 'doğrumu', '?', '?']",['notr']
2865,"['@', 'turkcellhizmet', ',', 'hic', 'anlamadiniz', '.', 'konu', ""turkcell'in"", 'hem', 'iletisimsel', 'hem', 'de', 'sifre', 'sifirlama', 'amaclariyla', 'sms', 'gonderdigi', 'numarayi', 'ogrenmek', '.']",['notr']
2866,"['@', 'turkcellhizmet', ',', 'sender', ""id'si"", 'turkcell', 'gozuken', 'bir', 'numarayi', 'bloklamistim', 'ancak', 'sifre', 'sifirlamayi', 'da', 'ayni', 'sender', 'id', 'ile', 'yapiyormussunuz', '.']",['notr']
2867,"['@', 'sarperozcann', 'turkcell', 'platiniuma', 'gecirmeye', 'calistilar', 'beni', 'nasil', 'bi', 'pazarlama', 'teknigi', 'bu', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",['notr']
2868,"['gün-er', 'inşaat', ',', 'ak', 'sigorta', ',', 'akbank', ',', 'turkcell', ',', 'cengiz', 'inşaat', 'gibi', '17', 'firmanın', 'milyonlarca', ""tl'lik"", 'vergi', 'borcu', 'silinmiş', '.', 'sebepsiz', 'yere', '.']",['notr']
2869,"['arkadaşlar', 'taemin', 'için', 'oy', 'verin', 'lütfen', 'turkcell', 'için', 'sadece', '83', 'krş', 'gidiyor']",['notr']
2870,"['trabzonspor', ',', ""akyazı'nın"", 'isim', 'hakkı', 'konusunda', 'tarihi', 'bir', 'görüşme', 'gerçekleştiriyor', '.', '10', 'yıl', 'için', 'alınacak', 'ücret', '500', 'milyon', 'tl', '-', 'firma', ':', 'turkcell']",['notr']
2871,"['@', 'turkcell', '@', 'turkcellhizmet', '@', 'globalbilgi', '@', 'turkcellakademi', '@', 'turkcellnews', 'acill', 'turkcell', 'yetkili', 'birisinin', 'beni', 'aramasini', 'istiyorum', '!', '!', '!']",['notr']
2872,"['uzuun', 'günaydın', 'mesajları', 'almayalı', 'çok', 'oldu', 'hadi', 'turkcell', 'yarın', 'sabah', 'bi', 'güzellik', 'yap', 'şu', 'kıza']",['notr']
2873,"['turkcell', 'aynı', 'zamanda', '1.2gbps', 'hızı', 'da', 'deniyormuş', '.', 'şu', 'an', 'kullandığımız', '5g', '’', 'lık', 'kotalar', 'hikaye', 'olacak', 'gibi', '.']",['notr']
2874,"['turkcell', 'konuşma', 'paketlerine', 'bakıyorum', 'her', 'yöne', '200', 'dk', '500', 'dk', 'ne', 'yav', 'hayatımda', 'toplam', 'o', 'kadar', 'telefonda', 'konuşmuşluğum', 'yok', 'benim']",['notr']
2875,"['@', 'yapmayavoylemi', 'turkcell', 'müzik', 'dinliom']",['notr']
2876,"['facebook', 'sevgilinizden', 'ayrılacağınızı', 'önceden', 'tahmin', 'edebiliyor', '.', '-turkcell', 'teknoloji', 'zirvesinde', 'kayit', 'aldigim', 'notlardan', 'biri-']",['notr']
2877,"['turkcell', 'genel', 'müdürü', 'kaan', 'terzioğlu', ',', ""''"", 'bip', 'ile', 'whatsapp', ""'"", 'ı', 'geride', 'bırakacağız', ""''"", 'dedi', '.']",['notr']
2878,"['dün', 'bi', 'mail', 'geldi', ',', 'turkcell', 'adı', 'altında', 'borcunuz', 'var', 'diyerek', 'açtım', '#', 'farkındaolmadan', 'virüs', 'muş', 've', 'bilgisayarım', 'da', 'ki', 'herşey', 'gitt', '.', '?', '?', '?', '?', '?', '?', '?', '?']",['notr']
2879,"['oğlum', 'şuna', 'bak', 'ne', 'diyor', 'diye', 'bütün', 'turkcell', 'mesajlarını', 'okutan', 've', 'açıklattıran', 'babanne', 'merakı', '.', 'ilmin', 'yaşı', 'yok', '.']",['notr']
2880,"['turkcell', 'platinumu', 'seviyorum', '?', '?', '?', '?']",['notr']
2881,"['kızım', 'sevdiğin', 'çocuğun', 'mesaj', 'atmadığı', 'kimse', 'kalmamış', 'turkcell', 'gibi', 'ama', 'yinede', 'sen', 'bilirsin', '.']",['notr']
2882,"['@', 'kaan_terzioglu', 'bey', ',', 'data', 'paketlerinde', 'de', ""turkcell'in"", 'kırdığı', 'rekorları', 'da', 'görmek', 'isteriz', 'takdir', 'edersiniz', 'ki', '4', 'gb', 'la', '4,5g', 'deneyimi', 'namümkün']",['notr']
2883,"['turkcell', '’', 'de', 'kıdemli', 'pazarlama', 'uzmanı', 'maaşı', 'kaç', 'para', '?', 'bilgi', 'verebilirmisiniz', '?', '#', 'kariyersor', '#', 'kariyer', '#', 'meslek', '#', 'tavsiye', '…']",['notr']
2884,"['turkcell', 'superonline', 'fiber', 'internet', '100', 'mbit', 'hız', 'testi', 'speed', 'test', 'hyperoptic']",['notr']
2885,"['@', 'erhanmiraniskol', 'sen', 'vodafone', 'gibi', 'anı', 'yaşarken', 'ben', 'turkcell', 'gibi', 'seni', 'her', 'yerde', 'çekemem', 'erhhhhaannnn', '!', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",['notr']
2886,"['turkcell', 'kankam', 'sağolsun', 'ayfon', 'aldırcak', 'bana', 'zilli', '?', '?', '?', '?']",['notr']
2887,"['#', 'benküçükken', 'her', 'yöne', 'mesaj', 'diye', 'bi', 'şey', ""yoktu.avea'lı"", 'bir', 'oğlan', ""turkcell'li"", 'bir', 'kıza', 'aşık', 'olamazdı.çoğunuz', 'bilmez', 'tabi', 'bunları']",['notr']
2888,"['bugün', 'eminönünde', 'adama', 'diyoz', 'hat', 'malzemeleri', 'sarılan', 'dükkanlar', 'varmı', 'burda', 'diyoki', 'avea', 'mı', 'turkcell', 'mi', 'diyo', 'sjsjsjsk']",['notr']
2889,"['turkcell', 'platinumlu', 'olmanın', 'ayrıcalığı', '6gb', 'internet', ',', '2000', 'dakika', 'konuşma', ',', '1000', 'sms', 've', '2', 'gb', 'paylaşımlı', 'internet', '?', '?', '?', '?']",['notr']
2890,"['odeabank', '1-4', 'turkcell']",['notr']
2891,"['turkcell', 'benim', 'uyumamı', 'istemediği', 'için', '7gb', 'internet', 'hediye', 'etti', 'bence', '?', '?', '?', '?', '?', '?', '?', '?']",['notr']
2892,"['turkcell', 'bedava', 'internet', 'paketi', 'kampanyası', '|', 'pasulya', 'https', ':', '//t.co/ickbupdivm']",['notr']
2893,"['bursa', 'stad', 'ismini', 'turkcell', ""'"", 'e', 'satıyormuş', ',', 'ordan', 'iyi', 'para', 'gelir', 'necid', '+de', 'sutter+', 'cucak', 'satılırsa', 'bayagı', 'düzelir', 'mali', 'işleri']",['notr']
2894,"[""turkcell'in"", 'eski', 'telefonu', 'getir', 'reklamındaki', 'yaşlı', 'amca', 'çok', 'eğlenceli', 'olmuş', 'da', 'biri', 'o', 'amcaya', '3', 'aylığını', 'bir', 'iphone', ""'"", 'a', 'gömdüğünü', 'söylesin', '..', ':', 'd']",['notr']
2895,"['mahşerin', '3', ""turkcell'lisi"", '?', '?', '?', '?', '#', 'good', '#', 'bad', '#', 'and', '#', 'ugly', '#', 'best', '#', 'triple', '#', 'ever', '#', 'of', '#', 'turkcell', '@', 'alper', 'iletişim', 'https', ':', '//t.co/l0jk8kfrpz']",['notr']
2896,"['-', 'baba', ""turkcell'den"", 'fatura', 'gelmiş']",['notr']
2897,"['turkcell', '✌️', '?', '?', '?', '?', '?', '?', '?', '?']",['notr']
2898,"['sirri', 'laçin', '~', 'kara', 'tren', 'gelmez', ""m'ola"", 'turkcell', 'reklam', 'müziği', 'https', ':', '//t.co/aziw0vvrwo']",['notr']
2899,"['internet', 'paketi', 'uğruna', '3', 'turkcell', 'gezdim', 'reva', 'mıydı', 'bana', 'ulan']",['notr']
2900,"['turkcell', 'kayıt', 'altına', 'alınan', 'görüşme', ':', ')']",['notr']
2901,"['bekleyecek', 'kimsenin', 'olmaması', 'da', 'güzel', 'msj', 'gelince', 'turkcell', 'dir', 'deyip', 'geçmek', ':', ')']",['notr']
2902,"['sen', 'vodafone', 'gibi', 'anı', 'yaşarken', 'ben', 'turkcell', 'gibi', 'her', 'yerde', 'seni', 'çekemem.✋']",['notr']
2903,"['faturasız', 'turkcell', 'hattı', 'olan', 'dm', 'pls', '.', 'acil', '.', 'öperim', '.']",['notr']
2904,"['@', 'yusufpiskin', 'işaret', 'mi', 'durduk', 'yerde', 'bana', 'fisting', 'mi', 'bilemiyorum', 'ama', 'bakalım', 'peşin', 'mi', 'alsam', 'turkcell', 'kontrat', 'mı', 'yapsam', 'acaba']",['notr']
2905,"['@', 'azralbayrak', 'turkcell', 'sana', 'yürüyor', 'galiba', '.']",['notr']
2906,"['bir', 'turkcell', 'ziyareti', 'de', 'böyle', 'geçtiyse', '☺️']",['notr']
2907,"['turkcell', '?', '?', '?', '?', '?', '?', '?', '?', 'iphone', '?', '?', '?', '?', '?', '?', '?', '?', 'özgürlük', '?', '?', '?', '?', '?', '?', '?', '?']",['notr']
2908,"['turkcell', 'fiber', 'internet', 've', 'gsm', '2gb', 'internet', '69.90', 'tl']",['notr']
2909,"['Turkcell', '4g', 'ye', 'gecmemekte', 'israrci', '.', '3', 'un', 'yanina', 'biseyler', 'ekleyip', 'ekleyip', 'reklam', 'yapiyor']",['notr']
2910,"['Turkcell', '5bin', 'sms', 'hediye', 'ederek', 'çok', 'net', 'mesaj', 'verdi', 'aslında', '``', 'O', 'yalnızlıkla', 'çok', 'bitirirsin', 'sen', 'o', 'smsleri', ""''""]",['notr']
2911,"['1000', 'dk', 've', '4gb', 'internet', 'yetmemesi', 'nedir', 'ya', 'nedir', '?', 'Turkcell', 'daha', 'ne', 'yapsın', '..', '!', '!']",['notr']
2912,"['Turkcell', 'tam', 'tamina', '3', 'MB', 'bedava', 'internet', 'yolladi', '3', 'MB', 'de', 'bende', 'var', '6', 'MB', '.', 'Kullan', 'kullan', 'bizmez', 'bu']",['notr']
2913,"['Bu', 'ne', 'lan', 'turkcell', 'maltepeye', 'sponsor', 'mu', 'oldu', 'heryere', 'turkcell', 'açılıyor']",['notr']
2914,"['turkcell', 'in', 'de', 'dediği', 'gibi', 'yeni', 'yıla', 'yeni', 'telefon', 'lazım']",['notr']
2915,"['Turkcell', ',', 'Whatsapp', 'konuşmalarını', 'vergilendirme', 'projeleriyle', 'uğraşacağına', ',', 'Fiberinternet', 'hızını', 'tamamen', 'kablosuza', 'çevirse', '?', '100', 'kağıt', 'çalışır', '.']",['notr']
2916,"['Turkcell', 'Çağrı', 'Merkezi', ',', 'kuruluşunun', '10.', 'yılını', 'çeşitli', 'etkinliklerle', 'kutladı', '.']",['notr']
2917,"['Turkcell', '4.5', 'g', 'ye', 'geçcem', 'bakalım', 'hızlımı']",['notr']
2918,"['Turkcell', ',', ""Erzurum'da"", '10', 'yılda', '6000', 'kişiye', 'istihdam', 'sağladı', '.', 'Şehir', 'ekonomisine', '1,1', 'milyar', 'dolar', 'katkıda', 'bulunuldu', '.']",['notr']
2919,"['turkcell', '4.5g', 'hattınızı', 'ücretsiz', 'olarak', 'alabilirsiniz', ',', ""Nisan'da"", '4.5g', 'başlıyormuş', '.']",['notr']
2920,"['6', 'aydır', ""Turkcell'deyim"", '.', '4+1', 'gb', 'internet', ',', '750', 'dakika', 'her', 'yöne', 've', 'sms', 'hakkım', 'var', '.', 'Smsi', 'kullanmazsam', 'paketin', 'smssiz', 'ücreti', 'geliyor', '.']",['notr']
2921,"['Turkcell', 'Destek', ""Hattı'nı"", 'arayacagınız', 'zaman', 'twit', 'atın', 'onlar', 'arıyor', 'kontörünüz', 'gitmesin', '.']",['notr']
2922,"['3', 'kat', 'hızlı', '3G', ',', 'dünyada', 'ilk', 'kez', 've', 'sadece', 'Turkcell', 'ile', 'Türkiye', '’', 'nin', '81', 'ilinde', 'kullanılabilecek', '.']",['notr']
2923,"['Kontör', 'yükledim', 'Turkcell', 'resmen', 'ilan-ı', 'aşk', 'etti']",['notr']
2924,"['İşveren', ',', 'Turkcell', 'kullanan', 'çalışanlarının', 'hattına', 'dakika', 've', 'internet', 'paketi', 'yükleyebilecek', '.']",['notr']
2925,"[""Turkcell'in"", '4.5G', 'reklamında', '``', '2GB', 'filmi', ""1dk'nın"", 'altında', 'indirirsin', ""''"", 'diyorlar', '.', 'Hız', 'iyi', 'de', ',', 'işlem', 'YASAL', 'mı', '?', 'Yasal', 'olanda', 'stream', 'ediliyo', 'zaten', '.']",['notr']
2926,"['Tamam', 'anladık', 'mb', 'bitti', 'turkcell']",['notr']
2927,"['Turkcell', 'olan', 'varmi', ',', '2gb', 'hediye', 'geliyo']",['notr']
2928,"['Turkcell', 'her', 'zaman', 'yaptığım', 'paketin', 'fiyatını', 'değiştirince', 'sarı', 'kutudan', 'internet', 'yapmak', '...']",['notr']
2929,"['Turkcell', '4.5G', 'simkart', '31', 'marta', 'kadar', 'mağazalarımızdan', 'ÜCRETSİZ', 'alabilirsiniz']",['notr']
2930,"['Turkcell', 'müzik', 'backend', 'api', 'lerini', 'açıyor.hayalinizdeki', 'müzik', 'uygulamanızı', 'geliştirebilirsiniz', '!']",['notr']
2931,"[""Turkcell'de"", 'bir', 'günde', 'taşınan', 'data', 'trafiği', '593', 'TB', '.', '#', 'fantastik', '#', 'TeknolojiZirvesi']",['notr']
